Query,SV,EmbeddingsSVRank,BelowThresholdSVRank,Exception,EmptyResult,DemoteSV,BelowThresholdDemoteSV,FineTuningPairs
"industries in the us that are not taxed by the federal government, except public administration",Count_Establishment_NAICSOtherServices_WithPayroll_ExemptFromFederalIncomeTax,0,-1,,,,,
businesses that are not public administrations and are subject to federal income tax,Count_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
businesses that are not public administrations and pay federal income tax,Count_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,1,-1,,,,ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax
businesses that are not public administrations and pay federal income tax,Count of Establishment: Other Services, Except Public Administration (NAICS/81), Subject To Federal Income Tax,0.9461999999999999
businesses that are not public administrations and pay federal income tax,Other Services, Except Public Administration Establishments Subject To Federal Income Tax,0.9461999999999999
businesses that are not public administrations and pay federal income tax,non-public administration services, excluding establishments subject to federal income tax,0.9461999999999999
businesses that are not public administrations and pay federal income tax,private sector services, excluding public administration establishments subject to federal income tax,0.9461999999999999
businesses that are not public administrations and pay federal income tax,services provided by the private sector, excluding establishments subject to federal income tax in the public sector,0.9461999999999999
businesses that are not public administrations and pay federal income tax,services provided by the private sector, excluding public administration establishments subject to federal income tax,0.9461999999999999"
businesses that are not public administrations and are taxed by the federal government,Count_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,1,-1,,,,ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax
businesses that are not public administrations and are taxed by the federal government,Count of Establishment: Other Services, Except Public Administration (NAICS/81), Subject To Federal Income Tax,0.9691
businesses that are not public administrations and are taxed by the federal government,Other Services, Except Public Administration Establishments Subject To Federal Income Tax,0.9691
businesses that are not public administrations and are taxed by the federal government,non-public administration services, excluding establishments subject to federal income tax,0.9691
businesses that are not public administrations and are taxed by the federal government,private sector services, excluding public administration establishments subject to federal income tax,0.9691
businesses that are not public administrations and are taxed by the federal government,services provided by the private sector, excluding establishments subject to federal income tax in the public sector,0.9691
businesses that are not public administrations and are taxed by the federal government,services provided by the private sector, excluding public administration establishments subject to federal income tax,0.9691"
"businesses that provide professional, scientific, and technical services",Count_Establishment_NAICSProfessionalScientificTechnicalServices,0,-1,,,,,
"companies that offer professional, scientific, and technical services",Count_Establishment_NAICSProfessionalScientificTechnicalServices,0,-1,,,,,
"organizations that provide professional, scientific, and technical services",Count_Establishment_NAICSProfessionalScientificTechnicalServices,0,-1,,,,,
"professional, scientific, and technical services are exempt from federal income tax",Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax,0,-1,,,,,
"federal income tax does not apply to professional, scientific, and technical services",Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax,2,-1,,,,Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,"# Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax
federal income tax does not apply to professional, scientific, and technical services,Count of Establishment: Professional, Scientific, And Technical Services (NAICS/54), Exempt From Federal Income Tax,1.024
federal income tax does not apply to professional, scientific, and technical services,Professional, Scientific, and Technical Service Industries, Exempt From Federal Income Tax,1.024
federal income tax does not apply to professional, scientific, and technical services,federal income tax does not apply to professional, scientific, and technical services,1.024
federal income tax does not apply to professional, scientific, and technical services,federal income tax is not levied on professional, scientific, and technical services,1.024
federal income tax does not apply to professional, scientific, and technical services,professional, scientific, and technical service industries are exempt from federal income tax,1.024
federal income tax does not apply to professional, scientific, and technical services,professional, scientific, and technical services are exempt from federal income tax,1.024"
"professional, scientific, and technical services are not subject to federal income tax",Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax,2,-1,,,,Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,"# Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax
professional, scientific, and technical services are not subject to federal income tax,Count of Establishment: Professional, Scientific, And Technical Services (NAICS/54), Exempt From Federal Income Tax,1.0806
professional, scientific, and technical services are not subject to federal income tax,Professional, Scientific, and Technical Service Industries, Exempt From Federal Income Tax,1.0806
professional, scientific, and technical services are not subject to federal income tax,federal income tax does not apply to professional, scientific, and technical services,1.0806
professional, scientific, and technical services are not subject to federal income tax,federal income tax is not levied on professional, scientific, and technical services,1.0806
professional, scientific, and technical services are not subject to federal income tax,professional, scientific, and technical service industries are exempt from federal income tax,1.0806
professional, scientific, and technical services are not subject to federal income tax,professional, scientific, and technical services are exempt from federal income tax,1.0806"
"federal income tax is applied to professional, scientific, and technical services",Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
"professional, scientific, and technical services are subject to federal income tax",Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
"federal income tax is levied on professional, scientific, and technical services",Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
the administration of public affairs,Count_Establishment_NAICSPublicAdministration,0,-1,,,,,
the management of government,Count_Establishment_NAICSPublicAdministration,1,-1,,,,WagesTotal_Worker_NAICSAdministrativeSupportWasteManagementRemediationServices,"# WagesTotal_Worker_NAICSAdministrativeSupportWasteManagementRemediationServices -> Count_Establishment_NAICSPublicAdministration
the management of government,Public Administration And Government,0.8472999999999999
the management of government,the administration of public affairs,0.8472999999999999
the management of government,the management of public resources,0.8472999999999999
the management of government,the way the government works,0.8472999999999999"
the government and how it works,Count_Establishment_NAICSPublicAdministration,0,-1,,,,,
"real estate, rentals, and leasing",Count_Establishment_NAICSRealEstateRentalLeasing,0,-1,,,,,
real estate and property management,Count_Establishment_NAICSRealEstateRentalLeasing,0,-1,,,,,
real estate and rentals,Count_Establishment_NAICSRealEstateRentalLeasing,0,-1,,,,,
the retail trade industry,Count_Establishment_NAICSRetailTrade,0,-1,,,,,
the retail sector,Count_Establishment_NAICSRetailTrade,0,-1,,,,,
the retail business,Count_Establishment_NAICSRetailTrade,0,-1,,,,,
places that provide services,Count_Establishment_NAICSServiceProviding,0,-1,,,,,
businesses that offer services,Count_Establishment_NAICSServiceProviding,1,-1,,,,Count_Establishment_NAICSTotalAllIndustries,"# Count_Establishment_NAICSTotalAllIndustries -> Count_Establishment_NAICSServiceProviding
businesses that offer services,Service Providing Establishments,0.9176
businesses that offer services,number of establishments providing services,0.9176
businesses that offer services,number of service-providing establishments,0.9176"
organizations that provide services,Count_Establishment_NAICSServiceProviding,0,-1,,,,,
all sectors,Count_Establishment_NAICSTotalAllIndustries,0,-1,,,,,
all sectors,Count_Establishment_NAICSTotalAllIndustries,0,-1,,,,,
all professions,Count_Establishment_NAICSTotalAllIndustries,1,-1,,,,dc/topic/Jobs,"# dc/topic/Jobs -> Count_Establishment_NAICSTotalAllIndustries
all professions,all professions,1.1"
transportation and warehousing businesses,Count_Establishment_NAICSTransportationWarehousing,0,-1,,,,,
companies that transport and store goods,Count_Establishment_NAICSTransportationWarehousing,0,-1,,,,,
businesses that move and store things,Count_Establishment_NAICSTransportationWarehousing,0,-1,,,,,
businesses that provide basic utilities,Count_Establishment_NAICSUtilities,0,-1,,,,,
the business of selling goods to retailers,Count_Establishment_NAICSWholesaleTrade,4,-1,,,,Sales_Establishment_ManufacturerSalesBranchesAndOffices_NAICSWholesaleTrade_WithPayroll,"# Sales_Establishment_ManufacturerSalesBranchesAndOffices_NAICSWholesaleTrade_WithPayroll -> Count_Establishment_NAICSWholesaleTrade
the business of selling goods to retailers,Wholesale Trade,0.9474
the business of selling goods to retailers,the business of buying and selling goods in large quantities, usually for resale,0.9474
the business of selling goods to retailers,the buying and selling of goods in bulk,0.9474
the business of selling goods to retailers,the buying and selling of goods in large quantities, typically for resale,0.9474
the business of selling goods to retailers,the trade in goods in large quantities, typically for resale,0.9474"
